"Lot_Frontage","Lot_Area","Street","Lot_Shape","Utilities","Neighborhood","Bldg_Type","House_Style","Overall_Cond","Year_Built","Roof_Style","Total_Bsmt_SF","First_Flr_SF","Second_Flr_SF","Gr_Liv_Area","Full_Bath","Half_Bath","Bedroom_AbvGr","TotRms_AbvGrd","Garage_Finish","Garage_Cars","Garage_Area","Pool_Area","Year_Sold","Sale_Type","Sale_Price","Longitude","Latitude"
99,13069,"Pave","Slightly_Irregular","AllPub","Northridge_Heights","OneFam","Two_Story","Average",2004,"Gable",1706,1718,1238,2956,2,1,5,11,"RFn",3,916,0,2007,"WD ",342000,-93.656249,42.059761
99,12099,"Pave","Slightly_Irregular","AllPub","Northridge_Heights","OneFam","Two_Story","Average",2004,"Gable",1136,1136,1332,2468,2,1,4,10,"Fin",3,872,0,2007,"WD ",354000,-93.6565389,42.059677
110,14277,"Pave","Regular","AllPub","Northridge_Heights","OneFam","Two_Story","Average",2003,"Gable",1317,1217,1168,2385,2,1,3,7,"Fin",3,818,0,2007,"WD ",350000,-93.65699,42.058634
93,11999,"Pave","Regular","AllPub","Northridge_Heights","OneFam","Two_Story","Average",2003,"Hip",1181,1234,1140,2374,2,1,4,10,"Fin",3,656,0,2007,"WD ",285000,-93.6545189,42.058619
0,12568,"Pave","Regular","AllPub","Northridge_Heights","OneFam","Two_Story","Average",2007,"Hip",895,895,923,1818,2,1,3,8,"Fin",3,774,0,2007,"New",281500,-93.650597,42.059211
70,9926,"Pave","Slightly_Irregular","AllPub","Northridge_Heights","OneFam","One_Story","Average",2005,"Gable",1614,1614,0,1614,2,0,3,7,"RFn",3,878,0,2007,"WD ",245700,-93.650499,42.059202
71,9254,"Pave","Slightly_Irregular","AllPub","Northridge_Heights","OneFam","One_Story","Average",2005,"Gable",1721,1721,0,1721,2,0,3,7,"RFn",2,554,0,2007,"WD ",232698,-93.65045,42.059197
92,10732,"Pave","Slightly_Irregular","AllPub","Northridge_Heights","OneFam","Two_Story","Average",2006,"Gable",1298,1298,530,1828,2,1,3,7,"RFn",3,876,0,2007,"New",250000,-93.650406,42.059194
61,7577,"Pave","Slightly_Irregular","AllPub","Northridge_Heights","TwnhsE","One_Story","Average",2005,"Gable",1362,1362,0,1362,2,0,2,6,"RFn",2,460,0,2007,"WD ",194700,-93.649838,42.059175
34,3901,"Pave","Regular","AllPub","Northridge_Heights","Twnhs","One_Story","Average",2005,"Gable",1302,1302,0,1302,1,1,1,5,"RFn",2,631,0,2007,"New",204000,-93.649828,42.059175
34,3903,"Pave","Regular","AllPub","Northridge_Heights","Twnhs","One_Story","Average",2005,"Gable",1302,1302,0,1302,1,1,1,5,"RFn",2,631,0,2007,"WD ",200000,-93.649808,42.059176
41,6289,"Pave","Slightly_Irregular","AllPub","Northridge_Heights","TwnhsE","One_Story","Average",2005,"Gable",1362,1362,0,1362,2,0,2,6,"RFn",2,460,0,2007,"WD ",207000,-93.649798,42.059176
34,4590,"Pave","Regular","AllPub","Northridge_Heights","Twnhs","One_Story","Average",2006,"Gable",1554,1554,0,1554,2,0,2,6,"RFn",2,627,0,2007,"WD ",209500,-93.649397,42.05826
34,4590,"Pave","Regular","AllPub","Northridge_Heights","Twnhs","One_Story","Average",2006,"Gable",1554,1554,0,1554,2,0,2,6,"RFn",2,627,0,2007,"CWD",209500,-93.649319,42.058276
44,6442,"Pave","Slightly_Irregular","AllPub","Northridge_Heights","TwnhsE","One_Story","Average",2006,"Gable",1370,1370,0,1370,2,0,2,6,"RFn",2,484,0,2007,"WD ",202500,-93.649291,42.058284
48,7841,"Pave","Slightly_Irregular","AllPub","Northridge_Heights","TwnhsE","One_Story","Average",2005,"Hip",1577,1577,0,1577,2,0,2,6,"RFn",2,564,0,2007,"WD ",280000,-93.653414,42.056827
60,7313,"Pave","Regular","AllPub","Northridge_Heights","TwnhsE","One_Story","Average",2005,"Hip",1561,1561,0,1561,2,0,2,6,"Fin",2,556,0,2007,"WD ",277500,-93.652565,42.057124
68,7820,"Pave","Slightly_Irregular","AllPub","Northridge_Heights","TwnhsE","One_Story","Average",2007,"Hip",1869,1869,0,1869,2,0,2,6,"RFn",2,617,0,2007,"New",318061,-93.652054,42.05738
48,6240,"Pave","Regular","AllPub","Northridge_Heights","TwnhsE","One_Story","Average",2006,"Hip",1324,1324,0,1324,2,0,2,6,"Fin",2,550,0,2007,"New",221370,-93.6514105,42.0568529
48,3242,"Pave","Regular","AllPub","Northridge_Heights","TwnhsE","One_Story","Average",2003,"Gable",1405,1405,0,1405,2,0,2,6,"RFn",2,478,0,2007,"WD ",200000,-93.650608,42.057209
59,15810,"Pave","Slightly_Irregular","AllPub","Gilbert","OneFam","Two_Story","Average",2007,"Gable",768,768,728,1496,3,0,3,7,"Unf",2,572,0,2007,"New",181755,-93.646937,42.063388
65,10237,"Pave","Regular","AllPub","Gilbert","OneFam","Two_Story","Average",2005,"Gable",768,768,768,1536,2,1,3,6,"Fin",2,400,0,2007,"WD ",176000,-93.646429,42.063381
65,10237,"Pave","Regular","AllPub","Gilbert","OneFam","Two_Story","Average",2005,"Gable",783,783,701,1484,2,1,3,8,"Fin",2,393,0,2007,"New",178900,-93.645875,42.062483
58,13204,"Pave","Slightly_Irregular","AllPub","Gilbert","OneFam","Two_Story","Average",2006,"Gable",608,608,850,1458,2,0,3,6,"Fin",2,454,0,2007,"New",168165,-93.64573,42.062279
62,8857,"Pave","Slightly_Irregular","AllPub","Gilbert","OneFam","Two_Story","Average",2006,"Gable",738,738,757,1495,2,1,3,7,"RFn",2,440,0,2007,"New",171925,-93.644788,42.0626729
63,9729,"Pave","Slightly_Irregular","AllPub","Gilbert","OneFam","Two_Story","Average",2006,"Gable",698,698,1048,1746,2,1,3,6,"Unf",3,350,0,2007,"New",198444,-93.644415,42.06208
88,12216,"Pave","Slightly_Irregular","AllPub","Gilbert","OneFam","One_Story","Average",2005,"Gable",1326,1326,0,1326,2,0,3,6,"Fin",2,388,0,2007,"WD ",203000,-93.6443,42.062067
65,9018,"Pave","Slightly_Irregular","AllPub","Gilbert","OneFam","Two_Story","Average",2007,"Hip",728,728,728,1456,2,1,3,8,"Fin",2,400,0,2007,"New",179540,-93.645732,42.062533
73,8993,"Pave","Slightly_Irregular","AllPub","Gilbert","OneFam","One_Story","Average",2007,"Gable",1302,1302,0,1302,2,0,3,6,"Fin",2,436,0,2007,"New",176485,-93.644377,42.062887
73,8899,"Pave","Slightly_Irregular","AllPub","Gilbert","OneFam","One_Story","Average",2007,"Gable",1340,1340,0,1340,2,0,3,6,"Fin",2,396,0,2007,"New",181134,-93.644376,42.062931
73,8499,"Pave","Slightly_Irregular","AllPub","Gilbert","OneFam","Two_Story","Average",2006,"Gable",616,616,796,1412,2,1,3,6,"Fin",2,432,0,2007,"New",156932,-93.644375,42.062974
72,8229,"Pave","Slightly_Irregular","AllPub","Gilbert","OneFam","Two_Story","Average",2007,"Gable",752,752,752,1504,2,1,3,6,"Fin",2,440,0,2007,"New",166000,-93.644374,42.063019
64,7713,"Pave","Regular","AllPub","Gilbert","OneFam","Two_Story","Average",2007,"Gable",728,728,728,1456,2,1,3,7,"Fin",2,400,0,2007,"New",177594,-93.644447,42.063106
64,7697,"Pave","Regular","AllPub","Gilbert","OneFam","One_Story","Above_Average",2007,"Gable",1246,1258,0,1258,2,0,3,6,"RFn",2,462,0,2007,"New",173500,-93.644366,42.063342
53,3922,"Pave","Regular","AllPub","Bloomington_Heights","TwnhsE","One_Story","Average",2006,"Gable",1258,1258,0,1258,2,0,2,6,"Fin",3,648,0,2007,"New",172500,-93.641795,42.062584
53,3922,"Pave","Regular","AllPub","Bloomington_Heights","TwnhsE","One_Story","Average",2006,"Gable",1258,1402,0,1402,0,2,2,7,"Fin",3,648,0,2007,"New",194201,-93.641716,42.062581
0,3621,"Pave","Regular","AllPub","Bloomington_Heights","TwnhsE","One_Story","Average",2003,"Hip",1406,1589,0,1589,2,0,2,7,"Fin",3,630,0,2007,"WD ",226500,-93.640513,42.062946
53,3710,"Pave","Regular","AllPub","Bloomington_Heights","OneFam","One_Story","Average",2007,"Gable",1266,1266,0,1266,2,0,2,6,"Fin",2,388,0,2007,"New",185485,-93.642177,42.063301
182,14572,"Pave","Irregular","AllPub","Gilbert","OneFam","One_Story","Average",2004,"Hip",1530,1530,0,1530,2,0,3,7,"Fin",3,630,0,2007,"WD ",259000,-93.644256,42.061713
65,16219,"Pave","Moderately_Irregular","AllPub","Gilbert","OneFam","SLvl","Average",2004,"Gable",835,1119,0,1119,2,0,2,5,"Fin",2,437,0,2007,"WD ",188500,-93.644064,42.061429
87,11084,"Pave","Slightly_Irregular","AllPub","Gilbert","OneFam","SLvl","Average",2004,"Gable",384,744,630,1374,2,1,3,8,"Fin",2,400,0,2007,"WD ",175000,-93.643062,42.061483
59,11796,"Pave","Slightly_Irregular","AllPub","Gilbert","OneFam","Two_Story","Average",2004,"Gable",847,847,1112,1959,2,1,4,8,"Fin",2,434,0,2007,"WD ",215000,-93.643961,42.061541
59,10936,"Pave","Slightly_Irregular","AllPub","Gilbert","OneFam","One_Story","Average",2006,"Gable",1510,1525,0,1525,2,1,3,6,"RFn",2,534,0,2007,"New",206580,-93.643954,42.061531
62,8244,"Pave","Slightly_Irregular","AllPub","Gilbert","OneFam","Two_Story","Average",2004,"Gable",840,840,880,1720,2,1,3,7,"Fin",2,440,0,2007,"WD ",183500,-93.641781,42.061318
0,11950,"Pave","Slightly_Irregular","AllPub","Gilbert","OneFam","SLvl","Average",2003,"Gable",384,754,640,1394,2,1,3,7,"Fin",2,400,0,2007,"WD ",165500,-93.639977,42.061392
63,7875,"Pave","Regular","AllPub","Gilbert","OneFam","Two_Story","Average",2003,"Gable",847,847,1101,1948,2,1,4,8,"Fin",2,434,0,2007,"WD ",211000,-93.64021,42.060021
0,8063,"Pave","Regular","AllPub","Gilbert","OneFam","Two_Story","Average",2000,"Gable",924,948,742,1690,2,1,3,7,"RFn",2,463,0,2007,"WD ",181000,-93.642288,42.058858
0,8740,"Pave","Slightly_Irregular","AllPub","Gilbert","OneFam","Two_Story","Average",2002,"Gable",854,864,1131,1995,2,1,4,8,"Fin",2,435,0,2007,"WD ",219500,-93.64334,42.059181
62,7917,"Pave","Regular","AllPub","Gilbert","OneFam","Two_Story","Average",1999,"Gable",953,953,694,1647,2,1,3,7,"RFn",2,460,0,2007,"WD ",175000,-93.641279,42.057981
76,9967,"Pave","Slightly_Irregular","AllPub","Gilbert","OneFam","SLvl","Average",2000,"Gable",384,774,656,1430,2,1,3,8,"RFn",2,400,0,2007,"WD ",170000,-93.642836,42.058401
0,7750,"Pave","Regular","AllPub","Gilbert","OneFam","Two_Story","Average",2003,"Gable",660,660,660,1320,2,1,3,6,"Fin",2,400,0,2007,"WD ",162000,-93.643641,42.059526
58,9487,"Pave","Slightly_Irregular","AllPub","Gilbert","OneFam","Two_Story","Average",2000,"Gable",915,940,750,1690,2,1,3,7,"RFn",2,442,0,2007,"WD ",187000,-93.641323,42.057836
59,9649,"Pave","Slightly_Irregular","AllPub","Gilbert","OneFam","Two_Story","Average",1999,"Gable",941,961,683,1644,2,1,3,7,"RFn",2,460,0,2007,"WD ",185000,-93.640658,42.058897
160,15623,"Pave","Slightly_Irregular","AllPub","Northridge","OneFam","Two_Story","Average",1996,"Hip",2396,2411,2065,4476,3,1,4,10,"Fin",3,813,555,2007,"WD ",745000,-93.6575919,42.0533209
100,12191,"Pave","Slightly_Irregular","AllPub","Northridge","OneFam","Two_Story","Average",1997,"Hip",1779,1779,772,2551,2,1,4,8,"Fin",3,925,0,2007,"WD ",384500,-93.655711,42.053364
0,11000,"Pave","Regular","AllPub","Northridge","OneFam","Two_Story","Average",2000,"Gable",969,997,1288,2285,2,1,4,8,"Fin",3,648,0,2007,"WD ",248000,-93.652894,42.055751
0,11400,"Pave","Regular","AllPub","Northridge","OneFam","One_Story","Average",2001,"Hip",2633,2633,0,2633,2,1,2,8,"RFn",3,804,0,2007,"WD ",466500,-93.651096,42.055627
89,10557,"Pave","Slightly_Irregular","AllPub","Northridge","OneFam","Two_Story","Average",1998,"Gable",1408,1671,1407,3078,2,1,4,9,"Fin",3,806,0,2007,"WD ",410000,-93.652641,42.05359
74,11002,"Pave","Slightly_Irregular","AllPub","Northridge","OneFam","Two_Story","Average",1998,"Gable",1389,1411,1171,2582,2,1,4,9,"Fin",3,758,0,2007,"WD ",322500,-93.652777,42.053436
83,10790,"Pave","Regular","AllPub","Northridge","OneFam","Two_Story","Average",1998,"Gable",1066,1108,1277,2385,2,1,4,8,"Fin",3,600,0,2007,"WD ",252000,-93.649901,42.053467
104,21535,"Pave","Slightly_Irregular","AllPub","Northridge","OneFam","Two_Story","Above_Average",1994,"Gable",2444,2444,1872,4316,3,1,4,10,"Fin",3,832,0,2007,"WD ",755000,-93.657271,42.05198
92,9920,"Pave","Slightly_Irregular","AllPub","Northridge","OneFam","Two_Story","Average",1996,"Gable",1117,1127,886,2013,2,1,3,8,"Unf",2,455,0,2007,"WD ",269790,-93.655159,42.052361
95,11787,"Pave","Slightly_Irregular","AllPub","Northridge","OneFam","Two_Story","Average",1996,"Gable",1379,1383,1015,2398,2,1,3,8,"Fin",3,834,0,2007,"WD ",315750,-93.655905,42.052247
82,9950,"Pave","Slightly_Irregular","AllPub","Northridge","OneFam","Two_Story","Average",1995,"Gable",1203,1214,1306,2520,2,1,4,9,"RFn",3,721,0,2007,"WD ",290000,-93.653708,42.051813
65,12257,"Pave","Slightly_Irregular","AllPub","Northridge","OneFam","Two_Story","Average",1995,"Gable",1318,1328,1203,2531,2,1,4,9,"RFn",3,752,0,2007,"WD ",290000,-93.653712,42.05048
0,12692,"Pave","Slightly_Irregular","AllPub","Northridge","OneFam","One_Story","Average",1992,"Hip",3200,3228,0,3228,3,0,4,10,"RFn",2,546,0,2007,"WD ",430000,-93.65334,42.049518
88,11762,"Pave","Regular","AllPub","Northridge","OneFam","Two_Story","Average",1992,"Gable",1105,1105,1097,2202,2,1,4,9,"RFn",2,517,0,2007,"WD ",263000,-93.652946,42.049509
82,9044,"Pave","Slightly_Irregular","AllPub","Northridge","OneFam","Two_Story","Average",1996,"Gable",1325,1335,1203,2538,2,1,4,8,"RFn",3,933,0,2007,"WD ",330000,-93.653864,42.052416
75,9910,"Pave","Regular","AllPub","Somerset","OneFam","One_Story","Above_Average",2007,"Gable",1369,1369,0,1369,2,0,3,5,"Unf",2,605,0,2007,"New",213133,-93.644118,42.054408
91,11830,"Pave","Regular","AllPub","Somerset","OneFam","One_Story","Average",2007,"Gable",1542,1542,0,1542,2,0,3,6,"Unf",3,852,0,2007,"New",260261,-93.643769,42.055757
84,11670,"Pave","Slightly_Irregular","AllPub","Somerset","OneFam","One_Story","Average",2006,"Hip",1905,1905,0,1905,2,0,3,8,"Fin",3,788,0,2007,"WD ",320000,-93.642069,42.054318
49,15256,"Pave","Slightly_Irregular","AllPub","Somerset","OneFam","One_Story","Average",2007,"Gable",1485,1464,0,1464,2,0,3,6,"Unf",3,754,0,2007,"WD ",282922,-93.64176,42.054177
76,10612,"Pave","Regular","AllPub","Somerset","OneFam","One_Story","Average",2006,"Gable",1524,1534,0,1534,2,0,3,7,"Fin",2,484,0,2007,"WD ",215000,-93.642261,42.054417
98,12291,"Pave","Slightly_Irregular","AllPub","Somerset","OneFam","One_Story","Average",2007,"Hip",1966,1966,0,1966,2,0,1,6,"Fin",3,1092,0,2007,"New",419005,-93.642243,42.054354
116,13501,"Pave","Slightly_Irregular","AllPub","Somerset","OneFam","One_Story","Average",2006,"Gable",1623,1636,0,1636,2,0,3,8,"RFn",3,865,0,2007,"WD ",255000,-93.642234,42.054309
75,9986,"Pave","Regular","AllPub","Somerset","OneFam","One_Story","Average",2006,"Gable",1795,1795,0,1795,2,0,2,7,"RFn",3,895,0,2007,"New",147000,-93.64396,42.054514
85,9965,"Pave","Regular","AllPub","Somerset","OneFam","One_Story","Average",2007,"Gable",1528,1528,0,1528,3,2,3,6,"Unf",2,480,0,2007,"New",235876,-93.644086,42.054154
79,9416,"Pave","Regular","AllPub","Somerset","OneFam","One_Story","Average",2007,"Hip",1726,1726,0,1726,2,0,3,8,"Fin",3,786,0,2007,"New",311872,-93.643836,42.054153
83,9849,"Pave","Regular","AllPub","Somerset","OneFam","One_Story","Above_Average",2007,"Hip",1689,1689,0,1689,2,0,3,7,"RFn",3,954,0,2007,"New",248328,-93.64248,42.054153
85,10000,"Pave","Regular","AllPub","Somerset","OneFam","One_Story","Average",2006,"Hip",1588,1588,0,1588,2,0,3,7,"RFn",3,825,0,2007,"WD ",227000,-93.642344,42.054157
74,8847,"Pave","Regular","AllPub","Somerset","OneFam","One_Story","Average",2005,"Gable",1538,1538,0,1538,2,0,3,7,"RFn",2,484,0,2007,"WD ",260000,-93.643544,42.053185
76,9158,"Pave","Regular","AllPub","Somerset","OneFam","One_Story","Average",2007,"Gable",1496,1496,0,1496,2,0,3,7,"Fin",2,474,0,2007,"New",225000,-93.643449,42.053186
70,8251,"Pave","Regular","AllPub","Somerset","OneFam","One_Story","Average",2005,"Gable",1494,1506,0,1506,2,0,3,7,"RFn",2,672,0,2007,"WD ",249000,-93.642197,42.053227
75,10084,"Pave","Regular","AllPub","Somerset","OneFam","One_Story","Average",2004,"Gable",1686,1694,0,1694,2,0,3,7,"RFn",2,636,0,2007,"WD ",307000,-93.641251,42.053108
70,9605,"Pave","Regular","AllPub","Somerset","OneFam","Two_Story","Average",2006,"Gable",982,982,995,1977,2,1,3,7,"RFn",3,574,0,2007,"WD ",250000,-93.643748,42.053032
75,8778,"Pave","Regular","AllPub","Somerset","OneFam","Two_Story","Average",2006,"Gable",1302,1302,528,1830,2,1,3,7,"RFn",3,859,0,2007,"WD ",221300,-93.642275,42.053067
72,8640,"Pave","Regular","AllPub","Somerset","OneFam","One_Story","Average",2007,"Gable",1338,1338,0,1338,2,0,3,6,"RFn",2,598,0,2007,"New",208900,-93.650341,42.051802
75,9000,"Pave","Regular","AllPub","Somerset","OneFam","One_Story","Average",2006,"Gable",1335,1335,0,1335,2,0,3,6,"RFn",2,575,0,2007,"New",210400,-93.65042,42.051795
72,8640,"Pave","Regular","AllPub","Somerset","OneFam","Two_Story","Average",2007,"Gable",896,896,896,1792,2,1,3,8,"Fin",2,590,0,2007,"New",255000,-93.650299,42.051655
81,10411,"Pave","Regular","AllPub","Somerset","OneFam","Two_Story","Average",2007,"Gable",725,725,863,1588,3,0,3,8,"Unf",2,561,0,2007,"New",212109,-93.650279,42.051657
75,9000,"Pave","Regular","AllPub","Somerset","OneFam","Two_Story","Average",2006,"Gable",1088,1088,871,1959,2,1,3,8,"RFn",3,1025,0,2007,"WD ",270000,-93.647584,42.050206
75,9000,"Pave","Regular","AllPub","Somerset","OneFam","Two_Story","Average",2007,"Gable",1184,1184,1426,2610,2,1,4,11,"Fin",2,550,0,2007,"New",303477,-93.647933,42.050301
112,12217,"Pave","Slightly_Irregular","AllPub","Somerset","OneFam","Two_Story","Average",2007,"Hip",955,955,925,1880,2,1,3,8,"Fin",3,880,0,2007,"New",310013,-93.648742,42.051681
84,11096,"Pave","Regular","AllPub","Somerset","OneFam","One_Story","Average",2006,"Gable",1656,1656,0,1656,2,0,3,7,"RFn",3,826,0,2007,"WD ",249700,-93.643974,42.052269
84,10207,"Pave","Regular","AllPub","Somerset","OneFam","Two_Story","Above_Average",2007,"Gable",874,874,887,1761,3,0,3,7,"Fin",2,578,0,2007,"New",227875,-93.64397,42.052119
84,10440,"Pave","Regular","AllPub","Somerset","OneFam","One_Story","Average",2007,"Gable",1574,1584,0,1584,2,0,2,6,"Fin",2,594,0,2007,"New",261329,-93.643792,42.051377
100,11824,"Pave","Slightly_Irregular","AllPub","Somerset","OneFam","One_Story","Average",2006,"Gable",1685,1685,0,1685,2,0,2,5,"Fin",3,658,0,2007,"WD ",253000,-93.642046,42.052267
85,10625,"Pave","Regular","AllPub","Somerset","OneFam","Two_Story","Average",2004,"Gable",1158,1158,1285,2443,2,1,4,9,"RFn",3,744,0,2007,"WD ",265000,-93.641233,42.052146
102,11143,"Pave","Slightly_Irregular","AllPub","Somerset","OneFam","Two_Story","Average",2004,"Gable",1580,1580,886,2466,3,0,4,8,"RFn",2,610,0,2007,"WD ",340000,-93.639574,42.051054
63,7500,"Pave","Regular","AllPub","Sawyer_West","OneFam","One_Story","Average",2006,"Gable",1100,1100,0,1100,1,1,3,6,"No_Garage",0,0,0,2007,"New",146000,-93.69179,42.037586
63,7500,"Pave","Regular","AllPub","Sawyer_West","OneFam","One_Story","Average",2006,"Gable",1143,1143,0,1143,1,1,3,5,"No_Garage",0,0,0,2007,"WD ",147000,-93.692245,42.037636
60,12450,"Pave","Regular","AllPub","Sawyer_West","OneFam","One_Story","Average",2003,"Gable",1094,1094,0,1094,1,0,3,6,"Unf",2,576,0,2007,"WD ",149000,-93.68912,42.037643
65,7441,"Pave","Slightly_Irregular","AllPub","Sawyer_West","OneFam","One_Story","Average",2006,"Gable",1461,1486,0,1486,2,0,3,7,"RFn",2,566,0,2007,"WD ",181000,-93.691244,42.03722
70,8462,"Pave","Slightly_Irregular","AllPub","Sawyer_West","OneFam","Two_Story","Average",1994,"Gable",928,936,785,1721,2,1,3,7,"RFn",2,471,0,2007,"WD ",201000,-93.689026,42.036028
0,11613,"Pave","Moderately_Irregular","AllPub","Sawyer_West","OneFam","Two_Story","Average",1993,"Gable",864,920,900,1820,2,1,3,7,"RFn",2,492,0,2007,"WD ",191750,-93.689767,42.035259
65,8450,"Pave","Regular","AllPub","Sawyer_West","OneFam","One_Story","Average",2000,"Gable",1349,1349,0,1349,2,0,3,6,"Unf",2,539,0,2007,"WD ",179000,-93.688804,42.036038
0,16196,"Pave","Irregular","AllPub","Sawyer_West","OneFam","One_Story","Average",1998,"Gable",1482,1494,0,1494,2,0,3,5,"RFn",2,514,0,2007,"WD ",215000,-93.689449,42.035071
50,8012,"Pave","Regular","AllPub","Sawyer_West","TwnhsE","One_Story","Average",1992,"Gable",1575,1575,0,1575,2,0,2,5,"RFn",2,529,0,2007,"WD ",179200,-93.686428,42.036464
50,8012,"Pave","Regular","AllPub","Sawyer_West","TwnhsE","Two_Story","Average",1980,"Gable",630,630,636,1266,1,1,2,5,"RFn",1,283,0,2007,"WD ",128000,-93.686413,42.034569
0,9180,"Pave","Slightly_Irregular","AllPub","Sawyer_West","OneFam","SFoyer","Good",1983,"Gable",840,884,0,884,1,0,2,5,"RFn",2,504,0,2007,"WD ",144000,-93.685185,42.035678
60,8400,"Pave","Regular","AllPub","Sawyer_West","Duplex","One_Story","Average",1977,"Gable",0,2020,0,2020,2,0,4,10,"Unf",2,630,0,2007,"WD ",144000,-93.6791142,42.0362103
64,6285,"Pave","Regular","AllPub","Sawyer","OneFam","One_Story","Average",1977,"Gable",894,894,0,894,1,0,2,5,"Unf",1,308,0,2007,"WD ",120750,-93.677007,42.034678
80,8480,"Pave","Regular","AllPub","Sawyer","OneFam","One_Story","Above_Average",1963,"Hip",970,970,0,970,1,0,2,5,"Unf",2,624,0,2007,"WD ",132500,-93.674475,42.035946
70,7420,"Pave","Regular","AllPub","Sawyer","OneFam","One_Story","Average",1962,"Hip",1057,1057,0,1057,1,0,3,6,"Fin",2,576,0,2007,"WD ",132000,-93.673987,42.035871
0,7758,"Pave","Slightly_Irregular","AllPub","Sawyer","OneFam","One_Story","Good",1962,"Gable",999,999,0,999,1,0,3,6,"Unf",1,264,0,2007,"WD ",132500,-93.673889,42.035857
85,6970,"Pave","Regular","AllPub","Sawyer","OneFam","One_Story","Average",1961,"Gable",1040,1120,0,1120,1,1,3,5,"RFn",2,544,0,2007,"WD ",129000,-93.669559,42.034532
40,13673,"Pave","Slightly_Irregular","AllPub","Sawyer","OneFam","One_Story","Average",1962,"Gable",1140,1696,0,1696,1,1,3,8,"RFn",1,349,0,2007,"WD ",143900,-93.669552,42.034724
84,7476,"Pave","Regular","AllPub","Sawyer","OneFam","One_Story","Good",1968,"Gable",1040,1040,0,1040,1,1,3,5,"Fin",2,686,0,2007,"WD ",145000,-93.672318,42.035675
0,9945,"Pave","Slightly_Irregular","AllPub","Sawyer","OneFam","One_Story","Average",1961,"Hip",988,988,0,988,1,0,3,5,"Unf",2,572,0,2007,"WD ",128500,-93.673518,42.034652
0,6173,"Pave","Slightly_Irregular","AllPub","Sawyer","OneFam","One_Story","Above_Average",1967,"Gable",876,902,0,902,1,0,3,6,"Unf",1,288,0,2007,"WD ",125500,-93.671941,42.034819
0,19522,"Pave","Slightly_Irregular","AllPub","Veenker","OneFam","Two_Story","Average",1990,"Gable",1223,1271,1232,2503,2,1,3,7,"RFn",2,564,0,2007,"WD ",300000,-93.661846,42.037652
0,17542,"Pave","Slightly_Irregular","AllPub","Veenker","OneFam","Two_Story","Good",1974,"Gable",1192,1516,651,2167,2,1,3,9,"RFn",2,518,0,2007,"WD ",294000,-93.661848,42.037502
44,10751,"Pave","Slightly_Irregular","AllPub","Sawyer","OneFam","One_Story","Average",1974,"Gable",1037,1037,0,1037,1,0,2,5,"RFn",2,431,0,2007,"WD ",129000,-93.660522,42.03466
0,16647,"Pave","Slightly_Irregular","AllPub","Sawyer","OneFam","SFoyer","Average",1975,"Gable",1390,1701,0,1701,2,0,3,6,"Fin",2,611,0,2007,"WD ",171000,-93.661983,42.034644
43,12712,"Pave","Slightly_Irregular","AllPub","Sawyer","OneFam","One_Story","Good",1973,"Gable",1044,1055,0,1055,1,0,2,5,"RFn",2,542,0,2007,"WD ",147000,-93.662134,42.034673
0,9572,"Pave","Slightly_Irregular","AllPub","Northridge","OneFam","Two_Story","Average",1990,"Gable",1453,1453,1357,2810,2,1,4,9,"RFn",2,750,0,2007,"WD ",302000,-93.653082,42.047384
85,10678,"Pave","Regular","AllPub","Northridge","OneFam","One_and_Half_Fin","Average",1992,"Hip",1683,2129,743,2872,2,1,4,9,"Fin",2,541,0,2007,"WD ",285000,-93.652658,42.045776
45,4379,"Pave","Slightly_Irregular","AllPub","Somerset","TwnhsE","One_Story","Average",2004,"Gable",1378,1378,0,1378,2,0,2,6,"Fin",2,540,0,2007,"WD ",214000,-93.647974,42.047618
80,3523,"Pave","Slightly_Irregular","AllPub","Somerset","TwnhsE","One_Story","Average",2006,"Gable",1141,1151,0,1151,2,0,2,5,"Fin",2,484,0,2007,"New",166000,-93.64733,42.0474249
32,3784,"Pave","Slightly_Irregular","AllPub","Somerset","TwnhsE","One_Story","Average",2006,"Gable",1511,1565,0,1565,2,0,2,5,"Fin",2,476,0,2007,"New",193800,-93.647166,42.047406
47,4230,"Pave","Regular","AllPub","Somerset","TwnhsE","One_Story","Average",2006,"Gable",1352,1352,0,1352,2,0,2,5,"RFn",2,466,0,2007,"New",208900,-93.646653,42.047711
40,3606,"Pave","Regular","AllPub","Somerset","TwnhsE","One_Story","Average",2006,"Gable",1352,1352,0,1352,2,0,2,5,"RFn",2,466,0,2007,"New",194000,-93.646637,42.047705
30,5330,"Pave","Moderately_Irregular","AllPub","Somerset","TwnhsE","One_Story","Average",2006,"Gable",1550,1550,0,1550,2,1,2,5,"Fin",2,528,0,2007,"New",207500,-93.646607,42.047699
35,4274,"Pave","Slightly_Irregular","AllPub","Somerset","TwnhsE","One_Story","Average",2006,"Gable",1241,1241,0,1241,1,1,1,4,"Fin",2,569,0,2007,"New",199900,-93.646576,42.047687
35,4251,"Pave","Slightly_Irregular","AllPub","Somerset","TwnhsE","Two_Story","Average",2006,"Gable",625,625,625,1250,2,1,2,5,"RFn",2,528,0,2007,"New",164700,-93.646478,42.047667
24,2280,"Pave","Regular","AllPub","Somerset","Twnhs","Two_Story","Average",1999,"Gable",744,757,744,1501,2,1,3,6,"Unf",2,440,0,2007,"WD ",176500,-93.644107,42.047104
